Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001903,Male,Yes,0.0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y
LP001904,Male,Yes,0.0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y
LP001907,Male,Yes,0.0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y
LP001908,Female,Yes,0.0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,Y
LP001910,Male,No,1.0,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N
LP001914,Male,Yes,0.0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y
LP001915,Male,Yes,2.0,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y
LP001917,Female,No,0.0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y
LP001922,Male,Yes,0.0,Graduate,No,20667,0.0,128.0,360.0,1.0,Rural,N
LP001924,Male,No,0.0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y
LP001925,Female,No,0.0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N
LP001926,Male,Yes,0.0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
LP001931,Female,No,0.0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y
LP001935,Male,No,0.0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y
LP001936,Male,Yes,0.0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y
LP001938,Male,Yes,2.0,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N
LP001940,Male,Yes,2.0,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y
LP001945,Female,No,0.0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N
LP001947,Male,Yes,0.0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y
LP001949,Male,Yes,3.0,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP001953,Male,Yes,1.0,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y
LP001954,Female,Yes,1.0,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y
LP001955,Female,No,0.0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N
LP001963,Male,Yes,1.0,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N
LP001964,Male,Yes,0.0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N
LP001972,Male,Yes,0.0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP001974,Female,No,0.0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y
LP001977,Male,Yes,1.0,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y
LP001978,Male,No,0.0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y
LP001990,Male,No,0.0,Not Graduate,No,2000,0.0,128.0,360.0,1.0,Urban,N
LP001993,Female,No,0.0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y
LP001994,Female,No,0.0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N
LP001996,Male,No,0.0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N
LP001998,Male,Yes,2.0,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,Y
LP002002,Female,No,0.0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y
LP002004,Male,No,0.0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y
LP002006,Female,No,0.0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y
LP002008,Male,Yes,2.0,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,Y
LP002024,Male,Yes,0.0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N
LP002031,Male,Yes,1.0,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y
LP002035,Male,Yes,2.0,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y
LP002036,Male,Yes,0.0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,Y
LP002043,Female,No,1.0,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,Y
LP002050,Male,Yes,1.0,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N
LP002051,Male,Yes,0.0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
LP002053,Male,Yes,3.0,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y
LP002054,Male,Yes,2.0,Not Graduate,No,3601,1590.0,128.0,360.0,1.0,Rural,Y
LP002055,Female,No,0.0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,Y
LP002065,Male,Yes,3.0,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y
LP002067,Male,Yes,1.0,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N
LP002068,Male,No,0.0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y
LP002082,Male,Yes,0.0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y
LP002086,Female,Yes,0.0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002087,Female,No,0.0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP002097,Male,No,1.0,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y
LP002098,Male,No,0.0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y
LP002100,Male,No,0.0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y
LP002101,Male,Yes,0.0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y
LP002103,Male,Yes,1.0,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y
LP002106,Male,Yes,0.0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,Y
LP002110,Male,Yes,1.0,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y
LP002112,Male,Yes,2.0,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y
LP002113,Female,No,3.0,Not Graduate,No,1830,0.0,128.0,360.0,0.0,Urban,N
LP002114,Female,No,0.0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
LP002115,Male,Yes,3.0,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N
LP002116,Female,No,0.0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N
LP002119,Male,Yes,1.0,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y
LP002126,Male,Yes,3.0,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP002128,Male,Yes,2.0,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y
LP002129,Male,Yes,0.0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP002130,Male,Yes,0.0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N
LP002131,Male,Yes,2.0,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002137,Male,Yes,0.0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y
LP002138,Male,Yes,0.0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y
LP002139,Male,Yes,0.0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y
LP002140,Male,No,0.0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N
LP002141,Male,Yes,3.0,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y
LP002142,Female,Yes,0.0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N
LP002143,Female,Yes,0.0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y
LP002144,Female,No,0.0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y
LP002149,Male,Yes,2.0,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP002151,Male,Yes,1.0,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N
LP002158,Male,Yes,0.0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N
LP002160,Male,Yes,3.0,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y
LP002161,Female,No,1.0,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N
LP002170,Male,Yes,2.0,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y
LP002175,Male,Yes,0.0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y
LP002178,Male,Yes,0.0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y
LP002180,Male,No,0.0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y
LP002181,Male,No,0.0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N
LP002187,Male,No,0.0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N
LP002188,Male,No,0.0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,N
LP002190,Male,Yes,1.0,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y
LP002191,Male,Yes,0.0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N
LP002194,Female,No,0.0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y
LP002197,Male,Yes,2.0,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y
LP002201,Male,Yes,2.0,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y
LP002205,Male,No,1.0,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N
LP002209,Female,No,0.0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y
LP002211,Male,Yes,0.0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
LP002219,Male,Yes,3.0,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y
LP002223,Male,Yes,0.0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y
LP002224,Male,No,0.0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N
LP002225,Male,Yes,2.0,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y
LP002226,Male,Yes,0.0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y
LP002229,Male,No,0.0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y
LP002231,Female,No,0.0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y
LP002234,Male,No,0.0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y
LP002236,Male,Yes,2.0,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
LP002237,Male,No,1.0,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y
LP002239,Male,No,0.0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y
LP002243,Male,Yes,0.0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,N
LP002244,Male,Yes,0.0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y
LP002250,Male,Yes,0.0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y
LP002255,Male,No,3.0,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y
LP002262,Male,Yes,3.0,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y
LP002263,Male,Yes,0.0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y
LP002265,Male,Yes,2.0,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
LP002266,Male,Yes,2.0,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y
LP002272,Male,Yes,2.0,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y
LP002277,Female,No,0.0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
LP002281,Male,Yes,0.0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP002284,Male,No,0.0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y
LP002287,Female,No,0.0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N
LP002288,Male,Yes,2.0,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N
LP002296,Male,No,0.0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N
LP002297,Male,No,0.0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y
LP002300,Female,No,0.0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y
LP002301,Female,No,0.0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N
LP002305,Female,No,0.0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y
LP002308,Male,Yes,0.0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y
LP002314,Female,No,0.0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y
LP002315,Male,Yes,1.0,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N
LP002317,Male,Yes,3.0,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N
LP002318,Female,No,1.0,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N
LP002319,Male,Yes,0.0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y
LP002328,Male,Yes,0.0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
LP002332,Male,Yes,0.0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y
LP002335,Female,Yes,0.0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP002337,Female,No,0.0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y
LP002341,Female,No,1.0,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP002342,Male,Yes,2.0,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N
LP002345,Male,Yes,0.0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP002347,Male,Yes,0.0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
LP002348,Male,Yes,0.0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y
LP002357,Female,No,0.0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,N
LP002361,Male,Yes,0.0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y
LP002362,Male,Yes,1.0,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,N
LP002364,Male,Yes,0.0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0.0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y
LP002367,Female,No,1.0,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N
LP002368,Male,Yes,2.0,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y
LP002369,Male,Yes,0.0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y
LP002370,Male,No,0.0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y
LP002377,Female,No,1.0,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y
LP002379,Male,No,0.0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N
LP002386,Male,No,0.0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y
LP002387,Male,Yes,0.0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y
LP002390,Male,No,0.0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP002393,Female,Yes,0.0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,Y
LP002398,Male,No,0.0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y
LP002401,Male,Yes,0.0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,Y
LP002403,Male,No,0.0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N
LP002407,Female,Yes,0.0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y
LP002408,Male,No,0.0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
LP002409,Male,Yes,0.0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y
LP002418,Male,No,3.0,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y
LP002422,Male,No,1.0,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0.0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y
LP002429,Male,Yes,1.0,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y
LP002434,Male,Yes,2.0,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
LP002435,Male,Yes,0.0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N
LP002443,Male,Yes,2.0,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N
LP002444,Male,No,1.0,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N
LP002446,Male,Yes,2.0,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N
LP002447,Male,Yes,2.0,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y
LP002448,Male,Yes,0.0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N
LP002449,Male,Yes,0.0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y
LP002453,Male,No,0.0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP002455,Male,Yes,2.0,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y
LP002459,Male,Yes,0.0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y
LP002467,Male,Yes,0.0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N
LP002472,Male,No,2.0,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
LP002473,Male,Yes,0.0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N
LP002478,Male,Yes,0.0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y
LP002484,Male,Yes,3.0,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y
LP002487,Male,Yes,0.0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y
LP002489,Female,No,1.0,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002493,Male,No,0.0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N
LP002494,Male,No,0.0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y
LP002500,Male,Yes,3.0,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N
LP002501,Male,Yes,0.0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y
LP002502,Female,Yes,2.0,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y
LP002505,Male,Yes,0.0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002515,Male,Yes,1.0,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002517,Male,Yes,1.0,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N
LP002519,Male,Yes,3.0,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y
LP002522,Female,No,0.0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y
LP002524,Male,No,2.0,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002527,Male,Yes,2.0,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y
LP002529,Male,Yes,2.0,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
LP002530,Male,Yes,2.0,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N
LP002531,Male,Yes,1.0,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y
LP002533,Male,Yes,2.0,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,N
LP002534,Female,No,0.0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y
LP002536,Male,Yes,3.0,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y
LP002537,Male,Yes,0.0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0.0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y
LP002543,Male,Yes,2.0,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002544,Male,Yes,1.0,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y
LP002545,Male,No,2.0,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N
LP002547,Male,Yes,1.0,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N
LP002555,Male,Yes,2.0,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
LP002556,Male,No,0.0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N
LP002560,Male,No,0.0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y
LP002562,Male,Yes,1.0,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y
LP002571,Male,No,0.0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y
LP002582,Female,No,0.0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y
LP002585,Male,Yes,0.0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N
LP002586,Female,Yes,1.0,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y
LP002587,Male,Yes,0.0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y
LP002588,Male,Yes,0.0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y
LP002600,Male,Yes,1.0,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y
LP002602,Male,No,0.0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N
LP002603,Female,No,0.0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y
LP002606,Female,No,0.0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y
LP002615,Male,Yes,2.0,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
LP002618,Male,Yes,1.0,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N
LP002619,Male,Yes,0.0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
LP002622,Male,Yes,2.0,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y
LP002624,Male,Yes,0.0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y
LP002625,Male,No,0.0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N
LP002626,Male,Yes,0.0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y
LP002634,Female,No,1.0,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y
LP002637,Male,No,0.0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N
LP002640,Male,Yes,1.0,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
LP002643,Male,Yes,2.0,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y
LP002648,Male,Yes,0.0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N
LP002652,Male,No,0.0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N
LP002659,Male,Yes,3.0,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y
LP002670,Female,Yes,2.0,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y
LP002682,Male,Yes,0.0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N
LP002683,Male,No,0.0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N
LP002684,Female,No,0.0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N
LP002689,Male,Yes,2.0,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
LP002690,Male,No,0.0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,3.0,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y
LP002693,Male,Yes,2.0,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y
LP002697,Male,No,0.0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,N
LP002699,Male,Yes,2.0,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y
LP002705,Male,Yes,0.0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y
LP002706,Male,Yes,1.0,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y
LP002714,Male,No,1.0,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y
LP002716,Male,No,0.0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y
LP002717,Male,Yes,0.0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y
LP002720,Male,Yes,3.0,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y
LP002723,Male,No,2.0,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N
LP002729,Male,No,1.0,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N
LP002731,Female,No,0.0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y
LP002732,Male,No,0.0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y
LP002734,Male,Yes,0.0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y
LP002738,Male,No,2.0,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y
LP002739,Male,Yes,0.0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N
LP002740,Male,Yes,3.0,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y
LP002741,Female,Yes,1.0,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
LP002743,Female,No,0.0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N
LP002753,Female,No,1.0,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y
LP002755,Male,Yes,1.0,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y
LP002757,Female,Yes,0.0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y
LP002767,Male,Yes,0.0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y
LP002768,Male,No,0.0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N
LP002772,Male,No,0.0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y
LP002776,Female,No,0.0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N
LP002777,Male,Yes,0.0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y
LP002778,Male,Yes,2.0,Graduate,Yes,6633,0.0,128.0,360.0,0.0,Rural,N
LP002784,Male,Yes,1.0,Not Graduate,No,2492,2375.0,128.0,360.0,1.0,Rural,Y
LP002785,Male,Yes,1.0,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y
LP002788,Male,Yes,0.0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N
