,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
332,True,False,0.0,True,False,2833,0.0,71.0,360.0,1.0,True,0,0,1
333,True,True,0.0,True,False,63337,0.0,490.0,180.0,1.0,True,0,0,1
334,True,True,1.0,True,True,9833,1833.0,182.0,180.0,1.0,True,0,0,1
335,True,True,0.0,True,True,5503,4490.0,70.0,360.0,1.0,True,0,1,0
336,True,True,1.0,True,False,5250,688.0,160.0,360.0,1.0,True,1,0,0
337,True,True,2.0,True,True,2500,4600.0,176.0,360.0,1.0,True,1,0,0
338,False,False,3.0,False,False,1830,0.0,128.0,360.0,0.0,False,0,0,1
339,False,False,0.0,True,False,4160,0.0,71.0,360.0,1.0,True,0,1,0
340,True,True,3.0,False,False,2647,1587.0,173.0,360.0,1.0,False,1,0,0
341,False,False,0.0,True,False,2378,0.0,46.0,360.0,1.0,False,1,0,0
342,True,True,1.0,False,False,4554,1229.0,158.0,360.0,1.0,True,0,0,1
343,True,True,3.0,False,False,3173,0.0,74.0,360.0,1.0,True,0,1,0
344,True,True,2.0,True,False,2583,2330.0,125.0,360.0,1.0,True,1,0,0
345,True,True,0.0,True,False,2499,2458.0,160.0,360.0,1.0,True,0,1,0
346,True,True,0.0,False,False,3523,3230.0,152.0,360.0,0.0,False,1,0,0
347,True,True,2.0,False,False,3083,2168.0,126.0,360.0,1.0,True,0,0,1
348,True,True,0.0,True,False,6333,4583.0,259.0,360.0,1.0,True,0,1,0
349,True,True,0.0,True,False,2625,6250.0,187.0,360.0,1.0,True,1,0,0
350,True,True,0.0,True,False,9083,0.0,228.0,360.0,1.0,True,0,1,0
351,True,False,0.0,True,False,8750,4167.0,308.0,360.0,1.0,False,1,0,0
352,True,True,3.0,True,False,2666,2083.0,95.0,360.0,1.0,True,1,0,0
353,False,True,0.0,True,True,5500,0.0,105.0,360.0,0.0,False,1,0,0
354,False,True,0.0,True,False,2423,505.0,130.0,360.0,1.0,True,0,1,0
355,False,False,0.0,True,False,3813,0.0,116.0,180.0,1.0,True,0,0,1
356,True,True,2.0,True,False,8333,3167.0,165.0,360.0,1.0,True,1,0,0
357,True,True,1.0,True,False,3875,0.0,67.0,360.0,1.0,False,0,0,1
358,True,True,0.0,False,False,3000,1666.0,100.0,480.0,0.0,False,0,0,1
359,True,True,3.0,True,False,5167,3167.0,200.0,360.0,1.0,True,0,1,0
360,False,False,1.0,True,False,4723,0.0,81.0,360.0,1.0,False,0,1,0
361,True,True,2.0,True,False,5000,3667.0,236.0,360.0,1.0,True,0,1,0
362,True,True,0.0,True,False,4750,2333.0,130.0,360.0,1.0,True,0,0,1
363,True,True,0.0,True,False,3013,3033.0,95.0,300.0,1.0,True,0,0,1
364,True,False,0.0,True,True,6822,0.0,141.0,360.0,1.0,True,1,0,0
365,True,False,0.0,False,False,6216,0.0,133.0,360.0,1.0,False,1,0,0
366,True,False,0.0,True,False,2500,0.0,96.0,480.0,1.0,False,0,1,0
367,True,False,0.0,True,False,5124,0.0,124.0,360.0,0.0,False,1,0,0
368,True,True,1.0,True,False,6325,0.0,175.0,360.0,1.0,True,0,1,0
369,True,True,0.0,True,False,19730,5266.0,570.0,360.0,1.0,False,1,0,0
370,False,False,0.0,True,True,15759,0.0,55.0,360.0,1.0,True,0,1,0
371,True,True,2.0,True,False,5185,0.0,155.0,360.0,1.0,True,0,1,0
372,True,True,2.0,True,True,9323,7873.0,380.0,300.0,1.0,True,1,0,0
373,True,False,1.0,True,False,3062,1987.0,111.0,180.0,0.0,False,0,0,1
374,False,False,0.0,True,False,2764,1459.0,110.0,360.0,1.0,True,0,0,1
375,True,True,0.0,True,False,4817,923.0,120.0,180.0,1.0,True,0,0,1
376,True,True,3.0,True,False,8750,4996.0,130.0,360.0,1.0,True,1,0,0
377,True,True,0.0,True,False,4310,0.0,130.0,360.0,1.0,True,0,1,0
378,True,False,0.0,True,False,3069,0.0,71.0,480.0,1.0,False,0,0,1
379,True,True,2.0,True,False,5391,0.0,130.0,360.0,1.0,True,0,0,1
380,True,True,0.0,True,False,3333,2500.0,128.0,360.0,1.0,True,0,1,0
381,True,False,0.0,True,False,5941,4232.0,296.0,360.0,1.0,True,0,1,0
382,False,False,0.0,True,False,6000,0.0,156.0,360.0,1.0,True,0,0,1
383,True,False,0.0,True,True,7167,0.0,128.0,360.0,1.0,True,0,0,1
384,True,True,2.0,True,False,4566,0.0,100.0,360.0,1.0,False,0,0,1
385,True,False,1.0,True,False,3667,0.0,113.0,180.0,1.0,True,0,0,1
386,True,False,0.0,False,False,2346,1600.0,132.0,360.0,1.0,True,0,1,0
387,True,True,0.0,False,False,3010,3136.0,128.0,360.0,0.0,False,0,0,1
388,True,True,0.0,True,False,2333,2417.0,136.0,360.0,1.0,True,0,0,1
389,True,True,0.0,True,False,5488,0.0,125.0,360.0,1.0,True,1,0,0
390,True,False,3.0,True,False,9167,0.0,185.0,360.0,1.0,True,1,0,0
391,True,True,3.0,True,False,9504,0.0,275.0,360.0,1.0,True,1,0,0
392,True,True,0.0,True,False,2583,2115.0,120.0,360.0,1.0,True,0,0,1
393,True,True,2.0,False,False,1993,1625.0,113.0,180.0,1.0,True,0,1,0
394,True,True,2.0,True,False,3100,1400.0,113.0,360.0,1.0,True,0,0,1
395,True,True,2.0,True,False,3276,484.0,135.0,360.0,1.0,True,0,1,0
396,False,False,0.0,True,False,3180,0.0,71.0,360.0,0.0,False,0,0,1
397,True,True,0.0,True,False,3033,1459.0,95.0,360.0,1.0,True,0,0,1
398,True,False,0.0,False,False,3902,1666.0,109.0,360.0,1.0,True,1,0,0
399,False,False,0.0,True,False,1500,1800.0,103.0,360.0,0.0,False,0,1,0
400,True,True,2.0,False,False,2889,0.0,45.0,180.0,0.0,False,0,0,1
401,True,False,0.0,False,False,2755,0.0,65.0,300.0,1.0,False,1,0,0
402,True,False,0.0,True,False,2500,20000.0,103.0,360.0,1.0,True,0,1,0
403,False,False,0.0,False,False,1963,0.0,53.0,360.0,1.0,True,0,1,0
404,False,False,0.0,True,True,7441,0.0,194.0,360.0,1.0,False,1,0,0
405,False,False,0.0,True,False,4547,0.0,115.0,360.0,1.0,True,0,1,0
406,True,True,0.0,False,False,2167,2400.0,115.0,360.0,1.0,True,0,0,1
407,False,False,0.0,False,False,2213,0.0,66.0,360.0,1.0,True,1,0,0
408,True,True,1.0,True,False,8300,0.0,152.0,300.0,0.0,False,0,1,0
409,True,True,3.0,True,False,81000,0.0,360.0,360.0,0.0,False,1,0,0
410,False,False,1.0,False,True,3867,0.0,62.0,360.0,1.0,False,0,1,0
411,True,True,0.0,True,False,6256,0.0,160.0,360.0,1.0,True,0,0,1
412,True,True,0.0,False,False,6096,0.0,218.0,360.0,0.0,False,1,0,0
413,True,True,0.0,False,False,2253,2033.0,110.0,360.0,1.0,True,1,0,0
414,False,True,0.0,False,False,2149,3237.0,178.0,360.0,0.0,False,0,1,0
415,False,False,0.0,True,False,2995,0.0,60.0,360.0,1.0,True,0,0,1
416,False,False,1.0,True,False,2600,0.0,160.0,360.0,1.0,False,0,0,1
417,True,True,2.0,True,True,1600,20000.0,239.0,360.0,1.0,False,0,0,1
418,True,True,0.0,True,False,1025,2773.0,112.0,360.0,1.0,True,1,0,0
419,True,True,0.0,True,False,3246,1417.0,138.0,360.0,1.0,True,0,1,0
420,True,True,0.0,True,False,5829,0.0,138.0,360.0,1.0,True,1,0,0
421,False,False,0.0,False,False,2720,0.0,80.0,360.0,0.0,False,0,0,1
422,True,True,0.0,True,False,1820,1719.0,100.0,360.0,1.0,True,0,0,1
423,True,True,1.0,True,False,7250,1667.0,110.0,360.0,0.0,False,0,0,1
424,True,True,0.0,True,False,14880,0.0,96.0,360.0,1.0,True,0,1,0
425,True,True,0.0,True,False,2666,4300.0,121.0,360.0,1.0,True,1,0,0
426,False,False,1.0,False,False,4606,0.0,81.0,360.0,1.0,False,1,0,0
427,True,True,2.0,True,False,5935,0.0,133.0,360.0,1.0,True,0,1,0
428,True,True,0.0,True,False,2920,16.12000084,87.0,360.0,1.0,True,1,0,0
429,True,False,0.0,False,False,2717,0.0,60.0,180.0,1.0,True,0,0,1
430,False,False,1.0,True,True,8624,0.0,150.0,360.0,1.0,True,0,1,0
431,True,False,0.0,True,False,6500,0.0,105.0,360.0,0.0,False,1,0,0
432,True,False,0.0,True,False,12876,0.0,405.0,360.0,1.0,True,0,1,0
433,True,True,0.0,True,False,2425,2340.0,143.0,360.0,1.0,True,0,1,0
434,True,False,0.0,True,False,3750,0.0,100.0,360.0,1.0,True,0,0,1
435,False,True,0.0,True,False,10047,0.0,128.0,240.0,1.0,True,0,1,0
436,True,False,0.0,True,False,1926,1851.0,50.0,360.0,1.0,True,0,1,0
437,True,True,0.0,True,False,2213,1125.0,128.0,360.0,1.0,True,0,0,1
438,True,False,0.0,True,True,10416,0.0,187.0,360.0,0.0,False,0,0,1
439,False,True,0.0,False,True,7142,0.0,138.0,360.0,1.0,True,1,0,0
440,True,False,0.0,True,False,3660,5064.0,187.0,360.0,1.0,True,0,1,0
441,True,True,0.0,True,False,7901,1833.0,180.0,360.0,1.0,True,1,0,0
442,True,False,3.0,False,False,4707,1993.0,148.0,360.0,1.0,True,0,1,0
443,True,False,1.0,True,False,37719,0.0,152.0,360.0,1.0,True,0,1,0
444,True,True,0.0,True,False,7333,8333.0,175.0,300.0,1.0,True,1,0,0
445,True,True,1.0,True,True,3466,1210.0,130.0,360.0,1.0,True,1,0,0
446,True,True,2.0,False,False,4652,0.0,110.0,360.0,1.0,True,1,0,0
447,True,True,0.0,True,False,3539,1376.0,55.0,360.0,1.0,False,1,0,0
448,True,True,2.0,True,False,3340,1710.0,150.0,360.0,0.0,False,1,0,0
449,True,False,1.0,False,True,2769,1542.0,190.0,360.0,1.0,False,0,1,0
450,True,True,2.0,False,False,2309,1255.0,125.0,360.0,0.0,False,1,0,0
451,True,True,2.0,False,False,1958,1456.0,60.0,300.0,1.0,True,0,0,1
452,True,True,0.0,True,False,3948,1733.0,149.0,360.0,0.0,False,1,0,0
453,True,True,0.0,True,False,2483,2466.0,90.0,180.0,0.0,True,1,0,0
454,True,False,0.0,True,True,7085,0.0,84.0,360.0,1.0,True,0,1,0
455,True,True,2.0,True,False,3859,0.0,96.0,360.0,1.0,True,0,1,0
456,True,True,0.0,True,False,4301,0.0,118.0,360.0,1.0,True,0,0,1
457,True,True,0.0,True,False,3708,2569.0,173.0,360.0,1.0,False,0,0,1
458,True,False,2.0,True,False,4354,0.0,136.0,360.0,1.0,True,1,0,0
459,True,True,0.0,True,False,8334,0.0,160.0,360.0,1.0,False,0,1,0
460,True,True,0.0,True,True,2083,4083.0,160.0,360.0,1.0,True,0,1,0
461,True,True,3.0,True,False,7740,0.0,128.0,180.0,1.0,True,0,0,1
462,True,True,0.0,True,False,3015,2188.0,153.0,360.0,1.0,True,1,0,0
463,False,False,1.0,False,False,5191,0.0,132.0,360.0,1.0,True,0,1,0
464,True,False,0.0,True,False,4166,0.0,98.0,360.0,0.0,False,0,1,0
465,True,False,0.0,True,False,6000,0.0,140.0,360.0,1.0,True,1,0,0
466,True,True,3.0,False,False,2947,1664.0,70.0,180.0,0.0,False,0,0,1
467,True,True,0.0,True,False,16692,0.0,110.0,360.0,1.0,True,0,1,0
468,False,True,2.0,False,False,210,2917.0,98.0,360.0,1.0,True,0,1,0
469,True,True,0.0,True,False,4333,2451.0,110.0,360.0,1.0,False,0,0,1
470,True,True,1.0,True,True,3450,2079.0,162.0,360.0,1.0,True,0,1,0
471,True,True,1.0,False,False,2653,1500.0,113.0,180.0,0.0,False,1,0,0
472,True,True,3.0,True,False,4691,0.0,100.0,360.0,1.0,True,0,1,0
473,False,False,0.0,True,True,2500,0.0,93.0,360.0,1.0,True,0,0,1
474,True,False,2.0,True,False,5532,4648.0,162.0,360.0,1.0,True,1,0,0
475,True,True,2.0,True,True,16525,1014.0,150.0,360.0,1.0,True,1,0,0
476,True,True,2.0,True,False,6700,1750.0,230.0,300.0,1.0,True,0,1,0
477,True,True,2.0,True,False,2873,1872.0,132.0,360.0,0.0,False,0,1,0
478,True,True,1.0,True,True,16667,2250.0,86.0,360.0,1.0,True,0,1,0
479,True,True,2.0,True,False,2947,1603.0,128.0,360.0,1.0,False,0,0,1
480,False,False,0.0,False,False,4350,0.0,154.0,360.0,1.0,True,1,0,0
481,True,True,3.0,False,False,3095,0.0,113.0,360.0,1.0,True,1,0,0
482,True,True,0.0,True,False,2083,3150.0,128.0,360.0,1.0,True,0,1,0
483,True,True,0.0,True,False,10833,0.0,234.0,360.0,1.0,True,0,1,0
484,True,True,2.0,True,False,8333,0.0,246.0,360.0,1.0,True,0,1,0
485,True,True,1.0,False,False,1958,2436.0,131.0,360.0,1.0,True,1,0,0
486,True,False,2.0,True,False,3547,0.0,80.0,360.0,0.0,False,1,0,0
487,True,True,1.0,True,False,18333,0.0,500.0,360.0,1.0,False,0,0,1
488,True,True,2.0,True,True,4583,2083.0,160.0,360.0,1.0,True,0,1,0
489,True,False,0.0,True,False,2435,0.0,75.0,360.0,1.0,False,0,0,1
490,True,False,0.0,False,False,2699,2785.0,96.0,360.0,1.0,True,0,1,0
491,True,True,1.0,False,False,5333,1131.0,186.0,360.0,1.0,True,0,0,1
492,True,False,0.0,False,False,3691,0.0,110.0,360.0,1.0,True,1,0,0
493,False,False,0.0,False,True,17263,0.0,225.0,360.0,1.0,True,0,1,0
494,True,True,0.0,True,False,3597,2157.0,119.0,360.0,0.0,False,1,0,0
495,False,True,1.0,True,False,3326,913.0,105.0,84.0,1.0,True,0,1,0
496,True,True,0.0,False,False,2600,1700.0,107.0,360.0,1.0,True,1,0,0
497,True,True,0.0,True,False,4625,2857.0,111.0,12.0,1.0,True,0,0,1
498,True,True,1.0,True,True,2895,0.0,95.0,360.0,1.0,True,0,1,0
499,True,False,0.0,True,False,6283,4416.0,209.0,360.0,0.0,False,1,0,0
500,False,False,0.0,True,False,645,3683.0,113.0,480.0,1.0,True,1,0,0
501,False,False,0.0,True,False,3159,0.0,100.0,360.0,1.0,True,0,1,0
502,True,True,2.0,True,False,4865,5624.0,208.0,360.0,1.0,True,0,1,0
503,True,True,1.0,False,False,4050,5302.0,138.0,360.0,1.0,False,1,0,0
504,True,True,0.0,False,False,3814,1483.0,124.0,300.0,1.0,True,0,1,0
505,True,True,2.0,True,False,3510,4416.0,243.0,360.0,1.0,True,1,0,0
506,True,True,0.0,True,False,20833,6667.0,480.0,360.0,1.0,True,0,0,1
507,True,False,0.0,True,False,3583,0.0,96.0,360.0,1.0,False,0,0,1
508,True,True,0.0,True,True,2479,3013.0,188.0,360.0,1.0,True,0,0,1
509,False,False,1.0,True,False,13262,0.0,40.0,360.0,1.0,True,0,0,1
510,True,False,0.0,False,False,3598,1287.0,100.0,360.0,1.0,False,1,0,0
511,True,True,1.0,True,False,6065,2004.0,250.0,360.0,1.0,True,0,1,0
512,True,True,2.0,True,False,3283,2035.0,148.0,360.0,1.0,True,0,0,1
513,True,True,0.0,True,False,2130,6666.0,70.0,180.0,1.0,False,0,1,0
514,True,False,0.0,True,False,5815,3666.0,311.0,360.0,1.0,False,1,0,0
515,True,True,3.0,True,False,3466,3428.0,150.0,360.0,1.0,True,1,0,0
516,False,True,2.0,True,False,2031,1632.0,113.0,480.0,1.0,True,0,1,0
517,True,True,0.0,False,False,3074,1800.0,123.0,360.0,0.0,False,0,1,0
518,True,False,0.0,True,False,4683,1915.0,185.0,360.0,1.0,False,0,1,0
519,False,False,0.0,False,False,3400,0.0,95.0,360.0,1.0,False,1,0,0
520,True,True,2.0,False,False,2192,1742.0,45.0,360.0,1.0,True,0,1,0
521,True,False,0.0,True,False,2500,0.0,55.0,360.0,1.0,True,0,1,0
522,True,True,3.0,True,True,5677,1424.0,100.0,360.0,1.0,True,1,0,0
523,True,True,2.0,True,True,7948,7166.0,480.0,360.0,1.0,True,1,0,0
524,True,False,0.0,True,False,4680,2087.0,128.0,360.0,1.0,False,0,1,0
525,True,True,2.0,True,True,17500,0.0,400.0,360.0,1.0,True,1,0,0
526,True,True,0.0,True,False,3775,0.0,110.0,360.0,1.0,True,0,1,0
527,True,True,1.0,False,False,5285,1430.0,161.0,360.0,0.0,True,0,1,0
528,True,False,1.0,False,False,2679,1302.0,94.0,360.0,1.0,True,0,1,0
529,True,False,0.0,False,False,6783,0.0,130.0,360.0,1.0,True,0,1,0
530,True,True,0.0,True,False,1025,5500.0,216.0,360.0,1.0,True,1,0,0
531,True,True,3.0,True,False,4281,0.0,100.0,360.0,1.0,True,0,0,1
532,True,False,2.0,True,False,3588,0.0,110.0,360.0,0.0,False,1,0,0
533,True,False,1.0,True,False,11250,0.0,196.0,360.0,1.0,False,0,1,0
534,False,False,0.0,False,True,18165,0.0,125.0,360.0,1.0,True,0,0,1
535,True,False,0.0,False,False,2550,2042.0,126.0,360.0,1.0,True,1,0,0
536,True,True,0.0,True,False,6133,3906.0,324.0,360.0,1.0,True,0,0,1
537,True,False,2.0,True,False,3617,0.0,107.0,360.0,1.0,True,0,1,0
538,True,True,0.0,False,False,2917,536.0,66.0,360.0,1.0,False,1,0,0
539,True,True,3.0,True,False,6417,0.0,157.0,180.0,1.0,True,1,0,0
540,False,True,1.0,True,False,4608,2845.0,140.0,180.0,1.0,True,0,1,0
541,False,False,0.0,True,False,2138,0.0,99.0,360.0,0.0,False,0,1,0
542,False,False,1.0,True,False,3652,0.0,95.0,360.0,1.0,True,0,1,0
543,True,True,1.0,False,False,2239,2524.0,128.0,360.0,1.0,True,0,0,1
544,False,True,0.0,False,False,3017,663.0,102.0,360.0,1.0,True,0,1,0
545,True,True,0.0,True,False,2768,1950.0,155.0,360.0,1.0,True,1,0,0
546,True,False,0.0,False,False,3358,0.0,80.0,36.0,1.0,False,0,1,0
547,True,False,0.0,True,False,2526,1783.0,145.0,360.0,1.0,True,1,0,0
548,False,False,0.0,True,False,5000,0.0,103.0,360.0,0.0,False,0,1,0
549,True,True,0.0,True,False,2785,2016.0,110.0,360.0,1.0,True,1,0,0
550,True,True,2.0,True,True,6633,0.0,128.0,360.0,0.0,False,1,0,0
551,True,True,1.0,False,False,2492,2375.0,128.0,360.0,1.0,True,1,0,0
552,True,True,1.0,True,False,3333,3250.0,158.0,360.0,1.0,True,0,0,1
553,True,True,0.0,False,False,2454,2333.0,181.0,360.0,0.0,False,0,0,1
554,True,True,0.0,True,False,3593,4266.0,132.0,180.0,0.0,False,1,0,0
555,True,True,1.0,True,False,5468,1032.0,26.0,360.0,1.0,True,0,1,0
556,False,False,0.0,True,False,2667,1625.0,84.0,360.0,1.0,True,0,0,1
557,True,True,3.0,True,True,10139,0.0,260.0,360.0,1.0,True,0,1,0
558,True,True,0.0,True,False,3887,2669.0,162.0,360.0,1.0,True,0,1,0
559,False,True,0.0,True,False,4180,2306.0,182.0,360.0,1.0,True,0,1,0
560,True,True,2.0,False,False,3675,242.0,108.0,360.0,1.0,True,0,1,0
561,False,True,1.0,True,True,19484,0.0,600.0,360.0,1.0,True,0,1,0
562,True,True,0.0,True,False,5923,2054.0,211.0,360.0,1.0,True,1,0,0
563,True,False,0.0,False,True,5800,0.0,132.0,360.0,1.0,True,0,1,0
564,True,True,2.0,True,False,8799,0.0,258.0,360.0,0.0,False,0,0,1
565,True,True,0.0,False,False,4467,0.0,120.0,360.0,1.0,True,1,0,0
566,True,False,0.0,True,False,3333,0.0,70.0,360.0,1.0,True,0,0,1
567,True,True,3.0,True,False,3400,2500.0,123.0,360.0,0.0,False,1,0,0
568,False,False,0.0,True,False,2378,0.0,9.0,360.0,1.0,False,0,0,1
569,True,True,0.0,True,False,3166,2064.0,104.0,360.0,0.0,False,0,0,1
570,True,True,1.0,True,False,3417,1750.0,186.0,360.0,1.0,True,0,0,1
571,True,True,0.0,True,False,5116,1451.0,165.0,360.0,0.0,False,0,0,1
572,True,True,2.0,True,False,16666,0.0,275.0,360.0,1.0,True,0,0,1
573,True,True,2.0,False,False,6125,1625.0,187.0,480.0,1.0,False,0,1,0
574,True,True,3.0,True,False,6406,0.0,150.0,360.0,1.0,False,0,1,0
575,True,True,2.0,True,False,3159,461.0,108.0,84.0,1.0,True,0,0,1
576,True,True,0.0,True,False,3087,2210.0,136.0,360.0,0.0,False,0,1,0
577,True,False,0.0,True,False,3229,2739.0,110.0,360.0,1.0,True,0,0,1
578,True,True,1.0,True,False,1782,2232.0,107.0,360.0,1.0,True,1,0,0
579,True,False,0.0,True,False,3182,2917.0,161.0,360.0,1.0,True,0,0,1
580,True,True,2.0,True,False,6540,0.0,205.0,360.0,1.0,True,0,1,0
581,True,False,0.0,True,False,1836,33837.0,90.0,360.0,1.0,False,0,0,1
582,False,True,0.0,True,False,3166,0.0,36.0,360.0,1.0,True,0,1,0
583,True,True,1.0,True,False,1880,0.0,61.0,360.0,1.0,False,1,0,0
584,True,True,1.0,True,False,2787,1917.0,146.0,360.0,0.0,False,1,0,0
585,True,True,1.0,True,False,4283,3000.0,172.0,84.0,1.0,False,1,0,0
586,True,True,0.0,True,False,2297,1522.0,104.0,360.0,1.0,True,0,0,1
587,False,False,0.0,False,False,2165,0.0,70.0,360.0,1.0,True,0,1,0
588,True,False,0.0,True,False,4750,0.0,94.0,360.0,1.0,True,0,1,0
589,True,True,2.0,True,True,2726,0.0,106.0,360.0,0.0,False,0,1,0
590,True,True,0.0,True,False,3000,3416.0,56.0,180.0,1.0,True,0,1,0
591,True,True,2.0,True,True,6000,0.0,205.0,240.0,1.0,False,0,1,0
592,True,False,3.0,True,True,9357,0.0,292.0,360.0,1.0,True,0,1,0
593,True,True,0.0,True,False,3859,3300.0,142.0,180.0,1.0,True,1,0,0
594,True,True,0.0,True,True,16120,0.0,260.0,360.0,1.0,True,0,0,1
595,True,False,0.0,False,False,3833,0.0,110.0,360.0,1.0,True,1,0,0
596,True,True,2.0,False,True,6383,1000.0,187.0,360.0,1.0,False,1,0,0
597,True,False,0.0,True,False,2987,0.0,88.0,360.0,0.0,False,0,1,0
598,True,True,0.0,True,True,9963,0.0,180.0,360.0,1.0,True,1,0,0
599,True,True,2.0,True,False,5780,0.0,192.0,360.0,1.0,True,0,0,1
600,False,False,3.0,True,False,416,41667.0,350.0,180.0,1.0,False,0,0,1
601,True,True,0.0,False,False,2894,2792.0,155.0,360.0,1.0,True,1,0,0
602,True,True,3.0,True,False,5703,0.0,128.0,360.0,1.0,True,0,0,1
603,True,False,0.0,True,False,3676,4301.0,172.0,360.0,1.0,True,1,0,0
604,False,True,1.0,True,False,12000,0.0,496.0,360.0,1.0,True,0,1,0
605,True,True,0.0,False,False,2400,3800.0,128.0,180.0,1.0,False,0,0,1
606,True,True,1.0,True,False,3400,2500.0,173.0,360.0,1.0,True,0,1,0
607,True,True,2.0,False,False,3987,1411.0,157.0,360.0,1.0,True,1,0,0
608,True,True,0.0,True,False,3232,1950.0,108.0,360.0,1.0,True,1,0,0
609,False,False,0.0,True,False,2900,0.0,71.0,360.0,1.0,True,1,0,0
610,True,True,3.0,True,False,4106,0.0,40.0,180.0,1.0,True,1,0,0
611,True,True,1.0,True,False,8072,240.0,253.0,360.0,1.0,True,0,0,1
612,True,True,2.0,True,False,7583,0.0,187.0,360.0,1.0,True,0,0,1
613,False,False,0.0,True,True,4583,0.0,133.0,360.0,0.0,False,0,1,0
614,True,False,0.0,True,False,5849,0.0,128.0,360.0,1.0,True,0,0,1
615,True,True,1.0,True,False,4583,1508.0,128.0,360.0,1.0,False,1,0,0
616,True,True,0.0,True,True,3000,0.0,66.0,360.0,1.0,True,0,0,1
617,True,True,0.0,False,False,2583,2358.0,120.0,360.0,1.0,True,0,0,1
618,True,False,0.0,True,False,6000,0.0,141.0,360.0,1.0,True,0,0,1
619,True,True,2.0,True,True,5417,4196.0,267.0,360.0,1.0,True,0,0,1
620,True,True,0.0,False,False,2333,1516.0,95.0,360.0,1.0,True,0,0,1
621,True,True,3.0,True,False,3036,2504.0,158.0,360.0,0.0,False,0,1,0
622,True,True,2.0,True,False,4006,1526.0,168.0,360.0,1.0,True,0,0,1
623,True,True,1.0,True,False,12841,10968.0,349.0,360.0,1.0,False,0,1,0
624,True,True,2.0,True,False,3200,700.0,70.0,360.0,1.0,True,0,0,1
625,True,True,2.0,True,False,2500,1840.0,109.0,360.0,1.0,True,0,0,1
626,True,True,2.0,True,False,3073,8106.0,200.0,360.0,1.0,True,0,0,1
627,True,False,0.0,True,False,1853,2840.0,114.0,360.0,1.0,False,1,0,0
628,True,True,2.0,True,False,1299,1086.0,17.0,120.0,1.0,True,0,0,1
629,True,False,0.0,True,False,4950,0.0,125.0,360.0,1.0,True,0,0,1
630,True,False,1.0,False,False,3596,0.0,100.0,240.0,1.0,True,0,0,1
631,False,False,0.0,True,False,3510,0.0,76.0,360.0,0.0,False,0,0,1
632,True,True,0.0,False,False,4887,0.0,133.0,360.0,1.0,False,1,0,0
633,True,True,0.0,True,False,2600,3500.0,115.0,360.0,1.0,True,0,0,1
634,True,True,0.0,False,False,7660,0.0,104.0,360.0,0.0,False,0,0,1
635,True,True,1.0,True,False,5955,5625.0,315.0,360.0,1.0,True,0,0,1
636,True,True,0.0,False,False,2600,1911.0,116.0,360.0,0.0,False,0,1,0
637,True,True,2.0,False,False,3365,1917.0,112.0,360.0,0.0,False,1,0,0
638,True,True,1.0,True,False,3717,2925.0,151.0,360.0,1.0,False,0,1,0
639,True,True,0.0,True,True,9560,0.0,191.0,360.0,1.0,True,0,1,0
640,True,True,0.0,True,False,2799,2253.0,122.0,360.0,1.0,True,0,1,0
641,True,True,2.0,False,False,4226,1040.0,110.0,360.0,1.0,True,0,0,1
642,True,False,0.0,False,False,1442,0.0,35.0,360.0,1.0,False,0,0,1
643,False,False,2.0,True,False,3750,2083.0,120.0,360.0,1.0,True,0,1,0
644,True,True,1.0,True,False,4166,3369.0,201.0,360.0,1.0,False,0,0,1
645,True,False,0.0,True,False,3167,0.0,74.0,360.0,1.0,False,0,0,1
646,True,False,1.0,True,True,4692,0.0,106.0,360.0,1.0,False,1,0,0
647,True,True,0.0,True,False,3500,1667.0,114.0,360.0,1.0,True,0,1,0
648,True,False,3.0,True,False,12500,3000.0,320.0,360.0,1.0,False,1,0,0
649,True,True,0.0,True,False,2275,2067.0,128.0,360.0,1.0,True,0,0,1
650,True,True,0.0,True,False,1828,1330.0,100.0,360.0,0.0,False,0,0,1
651,False,True,0.0,True,False,3667,1459.0,144.0,360.0,1.0,True,0,1,0
652,True,False,0.0,True,False,4166,7210.0,184.0,360.0,1.0,True,0,0,1
653,True,False,0.0,False,False,3748,1668.0,110.0,360.0,1.0,True,0,1,0
654,True,False,0.0,True,False,3600,0.0,80.0,360.0,1.0,False,0,0,1
655,True,False,0.0,True,False,1800,1213.0,47.0,360.0,1.0,True,0,0,1
656,True,True,0.0,True,False,2400,0.0,75.0,360.0,1.0,True,0,0,1
657,True,True,0.0,True,False,3941,2336.0,134.0,360.0,1.0,True,0,1,0
658,True,True,0.0,False,True,4695,0.0,96.0,360.0,1.0,True,0,0,1
659,False,False,0.0,True,False,3410,0.0,88.0,360.0,1.0,True,0,0,1
660,True,True,1.0,True,False,5649,0.0,44.0,360.0,1.0,True,0,0,1
661,True,True,0.0,True,False,5821,0.0,144.0,360.0,1.0,True,0,0,1
662,False,True,0.0,True,False,2645,3440.0,120.0,360.0,0.0,False,0,0,1
663,False,False,0.0,True,False,4000,2275.0,144.0,360.0,1.0,True,0,1,0
664,False,True,0.0,False,False,1928,1644.0,100.0,360.0,1.0,True,0,1,0
665,False,False,0.0,True,False,3086,0.0,120.0,360.0,1.0,True,0,1,0
